Date,Close,High,Low,Open,Volume
2025-09-15,231.42999267578125,233.72999572753903,230.32000732421875,230.6300048828125,33243300
2025-09-16,234.0500030517578,235.8999938964844,232.22999572753903,232.94000244140625,38203900
2025-09-17,231.6199951171875,234.3000030517578,228.7100067138672,233.7700042724609,42815200
2025-09-18,231.22999572753903,233.47999572753903,228.7899932861328,232.5,37931700
2025-09-19,231.47999572753903,234.16000366210935,229.6999969482422,232.3699951171875,97943200
2025-09-22,227.6300048828125,230.57000732421875,227.50999450683597,230.55999755859372,45914500
2025-09-23,220.7100067138672,227.8600006103516,220.07000732421875,227.8300018310547,70956200
2025-09-24,220.2100067138672,224.55999755859372,219.4499969482422,224.1499938964844,49509000
2025-09-25,218.1499938964844,220.6699981689453,216.47000122070312,220.05999755859372,52226300
2025-09-26,219.77999877929688,221.0500030517578,218.0200042724609,219.0800018310547,41650100
2025-09-29,222.1699981689453,222.6000061035156,219.3000030517578,220.0800018310547,44259200
2025-09-30,219.57000732421875,222.2400054931641,217.88999938964844,222.02999877929688,48396400
2025-10-01,220.6300048828125,222.1499938964844,216.6100006103516,217.3600006103516,43933800
2025-10-02,222.41000366210935,222.80999755859372,218.9499969482422,221.00999450683597,41258600
2025-10-03,219.50999450683597,224.1999969482422,219.33999633789065,223.44000244140625,43639000
2025-10-06,220.8999938964844,221.72999572753903,216.02999877929688,221.0,43690900
2025-10-07,221.77999877929688,222.88999938964844,220.1699981689453,220.8800048828125,31194700
2025-10-08,225.22000122070312,226.72999572753903,221.19000244140625,222.9199981689453,46686000
2025-10-09,227.7400054931641,228.2100067138672,221.75,225.0,46412100
2025-10-10,216.3699951171875,228.25,216.0,226.2100067138672,72367500
2025-10-13,220.07000732421875,220.67999267578125,217.0399932861328,217.6999969482422,37809700
2025-10-14,216.38999938964844,219.32000732421875,212.6000061035156,215.55999755859372,45665600
